id,text,label
3523,محدود بودن برنامه هاي ويندوزفون هم به مرور زمان حل ميشه .,0
3524,اگر windos phone 8 قابل پيشرفت باشه اين گوشي يکي از بهترين انتخاب هاست .,1
3525,به نظر من مهمترين عيب آن قطر زياد و کيفيت صفحه ي پايين است.,-1
3526,همان طور که میدانید پرینترها،  اسکنرها و دستگاه های فکس و کپی جزو دستگاه‌هایی هستند که امروزه به عنوان یکی از وسایل خروجی یا ورودی اطلاعات کامپیوتر مورد استفاده قرار می‌گیرد.,0
3527,قطع به یقین تا به حال مدل‌های مختلف این دستگاه‌ها را دیده‌اید و یا حتی با آن‌ها کار کرده‌اید.,0
3528,حال اگر به تعدادی از این ماشین‌ها نیاز داشته باشید مجبورید که تک تک آن‌ها را جداگانه خریداری کنید؟,0
3529,به عنوان مثال اگر نیاز به دستگاه های پرینتر،  اسکنر،  فکس و کپی داشته باشید،  مجبورید که هر چهار دستگاه را جداگانه تهیه کنید؟,0
3530,مسلما خرید این‌ها مستلزم صرف هزینه زیادی می‌باشد.,0
3531,گذشته از این‌ها اگر هم حاضر به پرداخت آن مبالغ باشید،  آیا فضای میز کار شما اجازه استفاده از تمامی این دستگاه‌ها را می‌دهد؟,0
3532,مسلما خیلی بعید به نظر می‌رسد.,-1
3533,پس چه باید کرد؟,0
3534,شاید یک پیشنهاد مناسب برای این مشکل،  استفاده از پرینترهای چند کاره باشد.,0
3535,این دستگاه‌ها با گرد هم آوردن چند دستگاه به صورت یک جا،  هم فضای کمتری می‌گیرد و هم هزینه کمتری به خریداران خود تحمیل می‌کند.,1
3536,پرینترهای چند کاره در دو مدل جوهرافشان و لیزری تولید و به بازار عرضه گشته‌اند.,0
3537,دستگاه های چند کاره در بین  این گروه از ماشین‌ها،  بسیار پرطرفدارتر می‌باشد.,1
3538,پس از این مقدمه کوتاه به معرفی یکی از این پرینترها چند کاره می‌پردازیم.,0
3539,مشخصات کلی کمپانی کانن که شهرت خود را بیشتر بابت دوربین‌هایش دارد،  در زمینه تولید دستگاه های اداری نیز فعال بوده و جزو برترین کمپانی‌ها در این زمینه می‌باشد.,1
3540,یکی از تولیدات این کمپانی Pixma MX374 است که یک چاپگر چهار کاره بوده و جزو دستگاه های رده متوسط کانن می‌باشد.,0
3541,ابعاد این دستگاه 200 × 385 × 458  میلی‌متر بوده و وزن آن نیز 8.4 کیلوگرم است.,0
3542,رنگ آن نیز مشکی و از نوع مات است.,0
3543,مات بودن رنگ این دستگاه باعث می‌شود که هنگام کار با آن اثر انگشتتان رویش نماند و گرد و خاک بر رویش مشاهده نشود.,0
3544,تکنولوژی چاپ در این دستگاه از نوع جوهرافشان بوده و امکان چاپ رنگی ویژگی دیگر این پرینترهای چندکاره است.,0
3545,روی این دستگاه تا حدودی شلوغ بوده و تعداد زیادی کلید وجود دارد.,-1
3546,در بالای دستگاه و در قسمت وسط آن،  یک صفحه نمایش وجود دارد.,0
3547,چاپگر تکنولوژی چاپگر این دستگاه از نوع جوهرافشان بوده و قابلیت چاپ رنگی و سیاه و سفید را دارد.,0
3548,رزولوشن چاپ در این چاپگر 4800 × 1200dpi می‌باشد  که کیفیتی متوسط دارد.,0
3549,سرعت چاپ یکی از مهم‌ترین ویژگی‌ها در این دستگاه‌ها است.,1
3550,درست است که چاپگرهای جوهرافشان سرعت چاپ چندان بالایی به نسبت چاپگرهای لیزری ندارند ولی Pixma MX374 در بین پرینترهای جوهرافشان سرعت به نسبت متوسطی دارد.,0
3551,سرعت چاپ در حالت سیاه و سفید در حدود 8.7  صفحه در دقیقه و برای حالت رنگی 5  صفحه در دقیقه می‌باشد.,0
3552,امکان چاپ دو رو از خصوصیات دیگر این چاپگر می‌باشد که توانایی چاپ دو رو خودکار تا 30 صفحه را دارد.,0
3553,متاسفانه این دستگاه امکان چاپ بر روی CD را ندارد که اگر این ویژگی را نیز داشت می‌توان گفت دیگر چیزی کم نداشت ولی با این حال باز هم یکی چاپگر بسیار مناسب از لحاظ کارکرد و همچنین قیمت است.,1
3554,اسکنر یکی دیگر از قسمت‌های این دستگاه اسکنر آن است.,0
3555,اسکنر این دستگاه نیز همانند چاپگر آن از کیفیت و عملکرد مناسبی برخوردار است.,1
3556,این اسکنر قادر به تهیه اسکن با وضوح 2400 × 1200 dpi می‌باشد.,0
3557,این وضوح در اسکن خوب بوده و نسخه ای که در اختیار شما قرار می‌دهد از کیفیت مناسبی برخوردار بوده و می‌تواند جزئیات زیادی از متن و یا عکس اسکن شده به شما بدهد.,1
3558,شاید این ویژگی در هنگام اسکن متن چندان به چشم نیاید ولی در هنگام اسکن عکس می‌توان عملکرد مناسب این اسکنر را مشاهده کرد.,1
3559,از سوی دیگر سرعت اسکن  در این دستگاه برای هر صفحه در حدود 15 ثانیه می‌باشد و ویژگی بارز دیگر اسکنر این دستگاه،  امکان اسکن خودکار دو رو است.,0
3560,"سایز کاغذ قابل اسکن در این دستگاه Flatbed: A4/Letter, ADF: A4/Letter/Legal می‌باشد.",0
3561,در مجموع همانند پرینتر این دستگاه،  اسکنر آن نیز تقریبا کمبودی ندارد و از نظر عملکرد خوب ارزیابی می‌شود.,1
3562,کپی این دستگاه با داشتن پرینتر و اسکنر،  دارای امکان دیگری نیز هست و آن قابلیت کپی گرفتن است.,0
3563,سرعت کپی در حالت ADF ( تغذیه خودکار ) در این دستگاه 3.4 برگ در دقیقه می‌باشد که سرعت بالایی نیست.,-1
3564,همچنین در حالت غیر ADF،  زمان سپری شده برای هر برگ در حدود 23 ثانیه می‌باشد.,0
3565,امکان بزرگنمایی این دستگاه برای تهیه کپی از 25 تا 400 درصد می‌باشد و امکان تهیه 99 کپی پی در پی از ویژگی‌های دیگر این چند کاره است.,0
3566,فکس دستگاه دیگری که در این چندکاره قرار داده شده فکس است.,0
3567,این دستگاه قابلیت ارسال و دریافت فکس را دارد ولی فاقد گوشی می‌باشد.,0
3568,سرعت فکس این دستگاه در حالت رنگی در حدود یک دقیقه برای هر صفحه و برای حالت سیاه و سفید در حدود 3 ثانیه می‌باشد.,0
3569,رزولوشن فکس در این دستگاه برای حالت سیاه و سفید 300 × 300 dpi و برای حالت رنگی 200 × 200 dpi می‌باشد.,0
3570,شاید در نگاه اول به نظر شما رزولوشن پایینی باشد،  به خصوص در مقایسه با رزولوشن چاپ و اسکنر این دستگاه.,0
3571,ولی باید توجه داشت که برای فکس،  ما نیازی به رزولوشن بالاتر از این نداریم.,0
3572,حافظه فکس این دستگاه در حدود 50 برگ است.,0
3573,این یعنی امکان ذخیره و نگهداری تا 50 برگ را دارد.,0
3574,همچنین امکان شماره گیری خودکار از دیگر ویژگی‌های این دستگاه است.,0
3575,کارتریج این چندکاره دارای 4 کارتریج می‌باشد.,0
3576,"کارتریج‌های این دستگاه عبارتند از:PG-440, CL-441 (Optional)PG-440XL, CL-441XL.",0
3577,قیمت این کارتریج‌ها به نسبت زیاد است و این مورد شاید کمی ناراحت کننده باشد.,-1
3578,علاوه بر این،  شارژ این کارتریج‌ها تا حدودی سخت است و مانند کارتریج‌های مخزنی ساده نیست.,-1
3579,عمر مفید کارکرد این کارتریج‌ها متفاوت است به طوری که برای هر یک داریم:کارتریج مشکی PG-440  با ظرفیت چاپ 180 برگ و یا 1420 عکس کارتریج مشکی PG-440XL با ظرفیت چاپ 600 برگ و یا 4340 عکس کارتریج رنگی CL-441 با ظرفیت چاپ 180 برگ و یا 67 عکس کارتریج رنگی CL-441XL با ظرفیت چاپ 400 برگ و یا 135 عکس جمع بندی با توجه به تمامی ویژگی‌های بیان شده می‌توان گفت که این دستگاه یک چهار کاره ی بسیار خوب است.,1
3580,قیمت بسیار مناسب آن در مقابل امکاناتی که در اختیار شما قرار می‌دهد توانسته Pixma MX374 را در بین پرینترهای چندکاره ها جزو به صرفه‌ترین و مناسب‌ترین دستگاه‌ها قرار دهد.,1
3581,همچنین باید هنگام خرید این دستگاه به این موضوع دقت داشته باشید که اگر سرعت پرینت برای شما مهم باشد،  باید قید این دستگاه را زده و به سراغ مدل‌های بالاتر این دستگاه از جمله Pixma MX894 بروید و اگر سرعت برای شما بسیار مهم باشد و این مدل‌ها نتواند پاسخگوی شما باشد باید به سراغ پرینترهای مخصوص و سرعت بالا و البته شاید لیزری بروید.,0
3582,همچنین اگر سرعت کپی برای شما از اهمیت بالای برخوردار است،  باید به سراغ دستگاه های کپی رفته و شاید مجبور به پرداخت هزینه ای بیشتر از این باشید.,0
3583,در مورد فکس نیز اگر نیاز دارید که دستگاه فکس شما گوشی داشته باشد،  باید از انتخاب این چندکاره خودداری کنید.,0
3584,در مجموع این دستگاه برای مصارف خانگی و تا حدودی اداری بسیار مناسب است و می‌تواند تمامی نیازهای شما را به دستگاه های پرینتر،  کپی،  اسکن و فکس برطرف سازد.,1
3585,"سلام
پس از خريد،  هنوز استفاده نکرده ام.",0
3586,ولي مي توان گفت که ظاهر زيبا و اندازه قابل قبولي دارد اما کابل اتصال به کامپيوتر ندارد.,1
3587,يک ماه ميشه خريدمش سرعت نسبتا کندي داره ـ زود جوهرش تموم ميشه ـ فضاي زيادي اشغال ميکنه در کل من ازش راضي نيستم .,-1
3588,سلام من 1 روزه اين پرينتر رو خريداري کردم ولي  اصلا کيفيت چاپ رنگي نداره و ازش زده شدم البته فقط پرينت کردنش خوب نيست من هم چون فقط براي همين ميخواستمش ازش زده شدم و گذاشتمش گوشه خونه,-1
3589,اين روزها که همه از گوشي و لپ تاپ  تبلت استفاده مي کنن پرينتر بدون واي فاي نمي تونه جذابيت چنداني داشته باشه ،  خصوصا با اين قيمت در حالي که اچ پي پرينترهاي بسيار با کيفيت و ارزوني رو ارائه مي کنه که هم صفحه ي لمسي و هم واي فاي دارن .,-1
3590,تنها ايرادش زود تمام شدن جوهر است.,-1
3591,يک مقدار هم فضاي زيادي را اشغال ميکند.,-1
3592,سر و صداي نسبتا متوسطي هم هنگام کار دارد ولي کيفيتش خوبه,1
3593,سرعت چاپ خوبي دارد - کيفيت چاپ خوب است - تنها ايرادي که دارد بسيار زود جوهر تمام مي کند ,1
3594,طراحی و ساخت از لحاظ طراحی،  Galaxy S III کمی تغییر نسبت به دو برادر کوچک‌تر خود یعنی Galaxy S و Galaxy S II داشته است.,0
3595,لبه‌های گوشی انحنای بیشتری گرفته‌اند و گوشی دیگر آن حالت مستطیلی را ندارد.,0
3596,البته سامسونگ دلیل این کار را وجود صفحه نمایش بسیار عظیم 4.8 اینچی آن دانسته است.,0
3597,با گرد کردن گوشه‌ها،  حجم کلی گوشی بسیار کمتر شده است و هنگامی که Galaxy S III را در کنار Galaxy S II قرار می‌دهید،  گویی دو گوشی هم سایز را کنار هم گذاشته‌اید و این در حالی است که صفحه نمایش Galaxy S III تقریبا 0.5 اینچ بزرگ‌تر از صفحه نمایش Galaxy S II است.,0
3598,به علاوه این گرد بودن لبه‌های گوشی باعث می‌شود که در دست راحت‌تر جای گیرد و کار کردن با آن راحت‌تر شود.,1
3599,صفحه نمایش در قسمت جلویی گوشی،  صفحه نمایش بسیار بزرگ 4.8 اینچی Super AMOLED با رزلوشن 720x1280 قرار دارد که کیفیت فوق‌العاده بالایی دارد.,1
3600,رنگ‌های تولید شده بسیار زنده و طبیعی بوده،  متون بسیار شارپ و دقیق نمایش داده می‌شوند و زاویه دید آن نیز عالیست.,1
3601,در بالای این صفحه به ترتیب از راست به چپ،  دوربین دوم،  سنسور مربوط به روشنایی صفحه و سنسور مجاورت و LED مربوط به پیغام‌ها وجود دارند.,0
3602,در پایین صفحه نمایش،  همانند گوشی Galaxy S II کلید سخت افزاری Home به همراه دو کلید لمسی Menu و Back قرار دارد.,0
3603,در سمت چپ گوشی کلیدهای کم و زیاد کردن صدا و در سمت راست آن کلید پاور قرار دارد.,0
3604,در بالای گوشی نیز جک هدفون 3.5 میلی‌متری و در پایین آن پورت micro USB آن تعبیه شده‌اند.,0
3605,در پشت گوشی لنز دوربین 8 مگاپیکسلی قرار داشته و در دو طرف آن فلاش LED و بلندگوی اصلی آن قرار دارند.,0
3606,در زیر قاب پشتی گوشی،  شیار سیم کارت micro،  شیار مموری کارت micro SD (که قابلیت پشتیبانی از کارت‌های حافظه تا ظرفیت 64 گیگابایت را دارد) و باتری بسیار قدرتمند 2100 میلی آمپری قرار دارد که طبق ادعای سامسونگ می‌تواند 10 ساعت بطور مداوم ویدئو پخش کند.,1
3607,سخت افزار گلکسی اس 3 از چیپ (Exynos 4 (4412،  پردازنده چهار هسته‌ای قدرتمند Cortex A9 با فرکانس 1.4 گیگاهرتز و پردازشگر گرافیکی Mali-400MP به همراه دو گیگابایت حافظه رم بهره می‌برد که تفاوت سخت‌افزاری آن نسبت به برادر خود یعنی Galaxy S III I9300 همین دو برابر شدن حافظه رم و مدل چیپ آن می‌باشد که این گوشی را به یکی از سریع‌ترین گوشی‌های موجود در بازار تبدیل کرده است.,1
3608,نرم افزار Galaxy S III از سیستم عامل اندروید نسخه 4.1.1  یا JellyBean بهره می‌برد که به آخرین نسخه رابط کاربری TouchWiz مجهز شده است.,0
3609,این نسخه از اندروید به لطف وجود پروژه کره،  پیشرفت چشم‌گیری نسبت به نسخه های پیشین داشته است،  بطوریکه اجرای برنامه‌ها و منوها با سرعت بیشتری و بسیار روان‌تر انجام میپذیرد.,1
3610,سامسونگ در این گوشی قابلیت‌های بسیار جالب و جدیدی قرار داده است که آن را از رقبای خود مجزا کرده است.,1
3611,اولین قابلیت Smart Stay نام دارد که از دوربین دوم دستگاه برای ردیابی چشمان شما استفاده می‌کند و با توجه به اینکه شما به آن نگاه می‌کنید یا نه،  صفحه نمایش را روشن یا خاموش نگه می‌دارد.,0
3612,این قابلیت به خصوص هنگامی که در حال خواندن مقاله و یا متنی هستید،  کاربرد بسیاری دارد بطوریکه در حالت عادی صفحه گوشی بعد از مدت مشخصی (30 ثانیه،  یک دقیقه،  ..,1
3613,) خاموش می‌شود و شما مجبورید دوباره گوشی را روشن کنید ولی با این قابلیت،  گوشی چون تشخیص می‌دهد که شما در حال تماشای صفحه نمایش هستید،  آن را روشن نگه می‌دارد.,0
3614,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,1
3615,قابلیت دوم اضافه شده نیز مربوط به برنامه مسیجینگ است.,0
3616,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,1
3617,سومین و یکی از مهم‌ترین قابلیت‌های جدید گوشی Galaxy S III،  سیستم فرمانبری صوتی پیشرفته گوشی یا S Voice است که در حقیقت نسخه اندرویدی Siri می‌باشد.,1
3618,این برنامه را می‌توانید با دو بار فشار دادن کلید Home گوشی اجرا کنید.,0
3619,همانند Siri،  از برنامه S Voice نیز می‌توانید برای انجام کلیه کارهای روزمره (مانند تنظیم کردن ساعت،  چک کردن وضعیت آب و هوا،  جستجوی مکان و غیره) استفاده کنید.,0
3620,برنامه پخش موسیقی نیز نسبت به نسخه‌های قبلی تغییرات بسیار داشته است.,0
3621,این برنامه به لیست کاملی از اکولایزرهای مختلف مجهز شده است.,1
3622,علاوه بر آن شما می‌توانید در صورت تمایل به صورت دستی اکولایزر ساخته و از آن استفاده کنید.,0
3623,به علاوه بخش Music Square اضافه شده به برنامه به شما این امکان را می‌دهد که حالت خود (خوشحال،  آرام،  .,0
3624,) را به گوشی گفته و گوشی طبق آن آهنگ‌های مختص آن حالت را پخش می‌کند.,0
3625,از دیگر برنامه‌هایی که تغییر بسیاری داشته است،  ویدئو پلیر گوشی است.,0
3626,تغییر اصلی که سامسونگ در این برنامه ایجاد کرده است،  لیست ویدئوهای شماست که یک پیش نمایش از تمام ویدئوهای شما نشان می‌دهد و شما می‌توانید قبل از تماشای ویدئوی مورد نظر از محتوای آن مطلع شوید.,0
3627,به علاوه،  این ویدئو پلیر تقریبا از تمام فرمت‌های ویدئویی موجود پشتیبانی می‌کند.,1
3628,در حقیقت فرمتی نیست که توسط این گوشی پشتیبانی نشود.,0
3629,به لطف صفحه نمایش Super AMOLED عظیم و پردازنده چهار هسته‌ای قدرتمند گوشی،  تماشای ویدئو بر روی Galaxy S III بسیار لذت‌بخش است.,1
3630,به جز این قابلیت‌ها،  سامسونگ تغییر خاص دیگری در رابط کاربری تاچ ویز نداده است و نسبت به نسخه‌های گذشته تغییر خاص دیگری نداشته است.,0
3631,لازم به ذکر است که همانند دیگر گوشی‌های مبتنی بر اندروید 4،  گلکسی اس3 نیز از زبان فارسی بطور کامل پشتیبانی می‌کند.,1
3632,گلکسی اس3 یکی از بهترین گوشی‌های موجود در بازار برای مرورگری اینترنت است.,1
3633,صفحات روان باز شده، حرکت دادن و زوم کردن در صفحات بدون کوچک‌ترین مشکل یا کاهش سرعتی بوده و بطور کامل از فلش پشتیبانی می‌شود.,1
3634,دوربین برخلاف تصور خیلی از کاربران، دوربین این گوشی نسبت به مدل پیشین یعنی Galaxy S II، تغییرات بسیاری داشته است.,0
3635,همچنین تنظیمات بسیاری نیز به برنامه دوربین گوشی اضافه شده است.,1
3636,برای مثال دو حالت عکاسی HDR و Burst shot به حالت‌های عکاسی اضافه شده‌اند.,0
3637,حالت Burst shot به شما کمک می‌کند که تنها در چند ثانیه،  20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس، بهترین تصویر را انتخاب کنید.,1
3638,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.,0
3639,همچنین Galaxy S III قابلیت فیلم‌برداری Full HD 1080p با 30 فریم بر ثانیه را دارد.,0
3640,تصاویر گرفته شده با دوربین این گوشی از کیفیت بسیار بالایی برخوردارند، جزئیات بسیار دقیق بوده، نویز تصاویر کم بوده و رنگ‌های تولید شده بسیار طبیعی هستند.,1
3641,فلاش LED این گوشی بسیار قدرتمند بوده و کمک بسیاری در کاهش نویز تصویر در فضاهای با نور کم می‌کند.,1
3642,فیلم‌برداری این گوشی نیز همانند عکس‌برداری آن بسیار عالیست.,1
3643,جمع بندی در نهایت به راحتی می‌توان گفت که Galaxy S III یکی از بهترین گوشی های اندرویدی ساخته شده تا به این تاریخ است.,1
3644,بهترین و قوی‌ترین سخت افزار در این گوشی به کار گرفته شده است از صفحه نمایشی عظیم و با کیفیت فوق‌العاده بالا گرفته تا پردازنده قدرتمند چهار هسته ای.,1
3645,از لحاظ نرم افزاری هم این گوشی به آخرین نسخه سیستم عامل اندروید یعنی اندروید 4.1.1 به همراه رابط کاربری TouchWiz مجهز است که تغییرات بسیار زیاد و عالی نسبت به نسخه استاندارد اندروید 4.0.4 دارد.,1
3646,همه چیز بسیار روان بوده و کوچک‌ترین کاهش سرعتی در حین کار کردن با گوشی احساس نخواهید کرد.,1
3647,به علاوه، سامسونگ قابلیت‌های بسیار جالبی (مانند Smart Stay،  Direct Call و S Voice) به سیستم عامل اندروید اضافه کرده است که تا به امروز بر روی هیچ گوشی اندرویدی دیگری مشاهده نکرده بودیم.,1
3648,"در جواب سوالی که اول نقد و بررسی مطرح کردیم:"" آیا این گوشی می‌تواند جانشین شایسته‌ای برای گوشی Galaxy S II باشد؟",0
3649,"""پاسخ این سوال مثبت است.",1
3650,بله،  گلکسی اس 3 یکی از بهترین گوشی‌های هوشمند ساخته شده تا به این تاریخ است و جانشینی مناسب برای گوشی محبوب Galaxy S II خواهد بود.,1
3651,بهترين گوشي از هر نظر فکر کنم تا 4 سال ديگه هم همه برنامه ها و بازي ها رو راحت اجرا کنه!,1
3652,فقط و فقط قاب گوشي کيفيت ساختش کمه از کنار دوربين هميشه يه ترک جزئي بر ميداره!,-1
3653,من ميخواستم I9300 S3 بخرم ولي وقتي اينو ديدم گفتم ارزش يکم صبر کردنو داره.,0
3654,فقط اي کاش زودتر بياد،  قيمتشم زياد با I9300 فرق نکنه..,0
3655,اي کاش راديو هم داشته باشه ,0
3656,هر صبح به اميد موجود بودنش سايت رو چک مي کنم اما تا حالا ..,0
3657,واقعاً با زياد شدن رم اين گوشي يکي از بهترين گوشيهاي هوشمند در حال حاضر جهانه.,1
3658,سامسونگ و ال‌جي هميشه بهترينن.,1
3659,"ديگه تقريبا نميشه روش عيبي گذاشت
خيلي بهتر شده
واقعا ارزش خريدن داره",1
3660,عاليست.,1
3661,اگه که بياد من ميخرم.,0
3662,بياد ميخرمش.,0
3663,"واقعاً محشره
",1
3664,"اين گوشي عاليه فقط منتظريم بياد
",1
3665,"به نظر من خريدن HTC ONE X PLUS  ارزشش بيشتره چون سخت افزاره قوي‌تري داره
",1
3666,نوت بوک من پيش اين کم مياره!,0
3667,محشره,1
3668,گوشيه خيلي خوبيه و يه غول اندرويدي محسوب ميشه و افزايش رم هم به کاربري و امکانانش افزوده ولي کيفيت ساخت بدنه گوشي حس خوبي به ادم نميده,0
3669,"ديگه هيچي کم نداره
از دستش ندين دوستان",1
3670,"کمبود رم توي اس 3 واقعاً آزار دهنده نيست
",0
3671,با سخت افزار بالا واقعا يه گوشي عالي محسوب ميشه و ميتونه مشتري را راضي کنه.,1
3672,من بيشتر از کاربردهاي زيادي که داره خوشحال هستم.,1
3673,گوشي خوبي هست ولي کيفيت بدنه پاييني داره!,0
3674,گوشي عالي بود عالي‌تر شد.,1
3675,"من خودم ميخواستم از ديجي کالا  S III I9300 خريد کنم ولي تا اين رو ديدم نظرم عوض شد
منتظرم ديجي کالا اين گوشي رو بياره تا از همين سايت خريد کنم
منتظريم.",0
3676,به نظر من سامسونگ اگه کپي برداري هم مي کنه خيلي بهتر از اپله.,1
3677,اپل فقط تو کاره فانتزي بودنه ولي سامسونگ داره روز به روز به کارايي‌هاش اضافه مي کنه,1
3678,تا بياد ببينيم قيمتش چطوريه.,0
3679,"سخت افزار معرکه‌اي داشت که معرکه‌تر شده 
با وجود رم 2 گيگ ديگر آيفون از رقابت خط خورد ",1
3680,روي کاغذ که عالي هست و بي‌رقيب ولي بايد بياد و ببينيم چطوره.,1
3681,آفرين به سامسونگ همون چيزي که مشترى ميخاد ميده بازار .,1
3682,من اس۳ ميخواستم ولى رم۱ واسم کم بود.,0
3683,نوت ۲ اندازه بزرگي داشت حالا ديگه با خيال راحت منتظر ميمونم تا بياد.,0
3684,• طراحی و ساخت بدنه خارجی E1-531 کاملا از پلاستیک براق مشکی ساخته شده ولی هنگامی که دستگاه را باز می‌کنید،  با ترکیبی از رنگ‌های نقره ای و مشکی مواجه خواهید شد به طوری که استراحتگاه مچ دست کاملا نقره ای بوده ولی کیبورد و قسمت‌های بالاتر،  مشکی و مات هستند.,0
3685,درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ‌تاپ کار کنید،  متوجه کیفیت ساخت و استحکام بالای دستگاه خواهید شد.,1
3686,لولاها و چارچوب لپ‌تاپ بسیار مقاوم ساخته شده و به راحتی می‌توانند ضربات کوچک ایجاد شده،  مصارف روزمره را تحمل کرده و دچار خمش یا پیچش نخواهند شد.,1
3687,بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می‌کنند.,1
3688,وزن این دستگاه تقریبا 2.5 کیلوگرم بوده و برای یک لپ‌تاپ 15.6 اینچی بسیار مناسب است.,1
3689,شاید تنها نقطه ضعف بدنه را بتوان براق بودن سطح خارجی آن دانست که بسیار مستعد جذب اثر انگشت است و ترجیح می‌دادیم که Acer بدنه خارجی دستگاه را به یک روکش مات مجهز می‌کرد.,-1
3690,• ورودی‌ها و خروجی‌ها در سمت چپ کیبورد به ترتیب،  پورت مربوط به آداپتور،  پورت شبکه گیگابیتی،  خروجی VGA،  پورت HDMI،  یک پورت USB 2.0 و ورودی و خروجی صوتی قرار دارند.,0
3691,در سمت راست نیز درایو نوری و دو پورت USB 2.0 دیگر قرار دارند.,0
3692,متاسفانه پورت دوست داشتنی USB 3.0 در این لپ‌تاپ وجود ندارد.,-1
3693,در لبه جلویی لپ‌تاپ نیز یک کارت خوان SD قرار دارد.,0
3694,• صفحه نمایش و بلندگوها با توجه به اینکه E1-531 لپ‌تاپ‌های خیلی گران قیمتی محسوب نمی‌شود،  اصلا جای تعجب ندارد که Acer از صفحات نمایشی با رزلوشن های استاندارد در آن‌ها استفاده کرده است.,0
3695,صفحه نمایش 15.6 اینچی این لپ‌تاپ‌ها دارای دقت 1366x768 می‌باشد.,0
3696,با وجود این،  رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی،  کاملاً رضایت‌بخش است.,1
3697,در بالای صفحه نمایش یک وب کم نیز برای انجام مکالمات اینترنتی،  تعبیه شده است.,0
3698,در بالای کیبورد دستگاه،  گریل مربوط به بلندگوهای لپ‌تاپ قرار دارند.,0
3699,این بلندگوها برای مصارف اولیه،  کیفیت و بلندی صدای قابل قبولی را ارائه می‌دهند ولی علاقه‌مندان به گوش کردن به موسیقی و یا تماشای فیلم،  بهتر است از بلندگوهای خارجی و یا هدفون استفاده کنند.,1
3700,• کیبورد و تاچ پدبه لطف بدنه عریض لپ‌تاپ،  Acer یک کیبورد بزرگ به همراه بخش عددی جداگانه را بر روی سری E1-531 قرار داده است.,1
3701,در بالا-سمت چپ کیبورد و در کنار بلندگوی لپ‌تاپ،  کلید پاور دستگاه قرار دارد.,0
3702,کلیدها بسیار بزرگ بوده و با وجود اینکه کیبورد از نوع جزیره ای نیست،  تایپ کردن با آن بسیار لذت بخش است.,1
3703,تاچ پد نیز به خوبی طراحی شده و از حساسیت و کیفیت بسیار بالایی برخوردار است.,1
3704,در کل می‌توانیم به طور خلاصه بگوییم که از کیبورد و تاچ پد E1-531 کاملا راضی بودیم.,1
3705,• سخت افزار داخلی اکثر مدل‌های E1-531 از نسل دوم پردازنده های دو هسته ای Intel Core i3 و Core i5 استفاده می‌کند.,0
3706,این پردازنده های به لطف بهره گیری از تکنولوژی Hyper-Threading قابلیت ایجاد دو هسته ای مجازی دیگر را داشته و می‌توانند به صورت چهار هسته ای کار کنند.,1
3707,این پردازنده نسبت به نسل اولشان بسیار قدرتمندتر بوده و مصرف انرژی کمتری نیز دارند.,1
3708,سایر مدل‌ها،  از پردازنده های کم مصرف Intel Pentium و Intel Celeron استفاده می‌کنند.,0
3709,این پردازنده‌ها قدرت کمتری نسبت به پردازنده های Intel Core دارند،  ولی در عوض،  مصرف انرژی آن‌ها نیز بسیار پایین‌تر است.,1
3710,از لحاظ پردازش گرافیکی،  سری E1-531 به دو دسته تقسیم می‌شوند.,0
3711,دسته اول مدل‌هایی که از کارت‌های گرافیک مجزای NVIDIA GeForce سری 600M بهره می‌برند و دسته دوم مدل‌هایی که از پردازنده گرافیکی آنبورد Intel HD 3000 بهره می‌برند.,0
3712,مسلما برای کسانی که کارهای گرافیکی سنگین انجام می‌دهند،  تهیه مدلی که از کارت گرافیک مجزا استفاده می‌کند،  پیشنهاد می‌شود.,0
3713,حافظه RAM سری E1-531 نیز در کانفیگ های مختلف بین 2 تا 4 گیگابایت متغیر است.,0
3714,کنترل گرمای این سخت افزار نیز به خوبی انجام شده است و لپ‌تاپ در هنگام کار کردن در بازه های زمانی طولانی،  زیاد گرم نمی‌شود.,1
3715,• باتری Acer همراه سری E1-531 یک باتری شش سلولی لیتیوم یونی ارائه می‌دهد.,0
3716,این باتری توانست در سنگین‌ترین تست (حداکثر مصرف پردازنده + حداکثر روشنایی صفحه نمایش) یک ساعت و 10 دقیقه شارژ دهی کند.,0
3717,این میزان بدین معناست که در مصارف روزمره عادی E1-531 می‌تواند بین 4 تا 5 (بسته به نوع پردازنده و پردازشگر گرافیکی) شارژ دهی کند.,0
